response_id,exercise,cycle_phase,coaching_label,min_reps,max_reps,min_form_score,max_form_score,fatigue_level,performance_trend,symmetry_condition,response_type,response_text
R0200,lunge,ovulatory,increase_challenge,7,50,80,100,any,stable,any,main_plus_cycle,"This was a strong performance. Consider slightly increasing reps or resistance if recovery feels good. Because this phase can coincide with higher energy for some users, use the session to push carefully. Keep movement quality high and avoid rushing the {exercise}."
R0201,lunge,ovulatory,prioritise_recovery,0,8,0,84,high,declining,any,main_plus_cycle,"Today looks more like a maintenance session. Rest, hydrate, and avoid pushing extra volume. During the ovulatory phase, energy may feel higher. Since you completed {reps} reps, you could consider a small progression next time, but avoid sacrificing front knee alignment."
R0202,lunge,ovulatory,prioritise_recovery,0,8,0,84,high,declining,any,main_plus_cycle,"Because fatigue appears elevated, keep the next session lighter and focus on feeling recovered. During the ovulatory phase, energy may feel higher. Since you completed {reps} reps, you could consider a small progression next time, but avoid sacrificing front knee alignment."
R0203,lunge,ovulatory,improve_symmetry,0,50,0,100,low,stable,high_diff,main_plus_cycle,"For your next {exercise}, prioritise balanced movement rather than increasing reps. Your ovulatory-phase feedback suggests this could be a stronger training window. If your joints feel stable and form stays high, gradually increase challenge rather than making a large jump."
R0204,lunge,ovulatory,improve_symmetry,0,50,0,100,any,any,high_diff,main_plus_cycle,"There appears to be an imbalance in the movement. Focus on even effort and equal range on both sides. During the ovulatory phase, energy may feel higher. Since you completed {reps} reps, you could consider a small progression next time, but avoid sacrificing front knee alignment."
R0205,lunge,ovulatory,improve_range_of_motion,0,50,55,89,medium,any,any,main_plus_cycle,"Range of motion should be the main focus next time. Use lighter intensity if needed to move cleanly. If you feel strong in the ovulatory phase, progression can be appropriate. However, the priority is still safe technique, balanced movement, and controlled reps."
R0206,lunge,ovulatory,improve_range_of_motion,0,50,55,89,low,stable,any,main_plus_cycle,"Your joint angle range suggests the movement may be slightly restricted. Focus on a comfortable full range of motion. During the ovulatory phase, energy may feel higher. Since you completed {reps} reps, you could consider a small progression next time, but avoid sacrificing even leg drive."
R0207,lunge,ovulatory,progress_gradually,7,50,80,100,any,any,any,main_plus_cycle,"Build gradually from this session. Add reps or resistance slowly rather than jumping too quickly. Because this phase can coincide with higher energy for some users, use the session to push carefully. Keep movement quality high and avoid rushing the {exercise}."
R0208,lunge,ovulatory,progress_gradually,7,50,80,100,medium,declining,any,main_plus_cycle,"Build gradually from this session. Add reps or resistance slowly rather than jumping too quickly. During the ovulatory phase, energy may feel higher. Since you completed {reps} reps, you could consider a small progression next time, but avoid sacrificing even leg drive."
R0209,lunge,luteal,reduce_intensity,0,8,0,84,high,declining,any,main_plus_cycle,"This session suggests the exercise may have been too demanding today. Keep the {exercise} lighter and prioritise controlled descent. Your luteal-phase feedback should be supportive rather than pushy. Keep the {exercise} manageable, rest longer if needed, and focus on maintaining form quality."
R0210,lunge,luteal,reduce_intensity,0,8,0,84,high,declining,any,main_plus_cycle,"Your performance data points towards lowering the challenge for now. Aim for cleaner reps before increasing weight or volume. In the luteal phase, fatigue, mood, and recovery needs may increase for some users. If {reps} reps felt difficult, reduce intensity slightly, increase rest, and focus on steady technique."
R0211,lunge,luteal,focus_control,0,50,55,89,medium,stable,any,main_plus_cycle,"Your form was not poor, but it needs more consistency. Slow the movement down and reset between reps. If bloating, tiredness, or low motivation affected today’s workout, adjust the session rather than forcing intensity. A lighter session with good control is still useful progress."
R0212,lunge,luteal,focus_control,0,50,55,89,medium,stable,any,main_plus_cycle,"Your form was not poor, but it needs more consistency. Slow the movement down and reset between reps. In the luteal phase, fatigue, mood, and recovery needs may increase for some users. If {reps} reps felt difficult, reduce intensity slightly, increase rest, and focus on steady technique."
R0213,lunge,luteal,maintain_quality,7,50,80,100,high,improving,any,main_plus_cycle,"Your form score was strong, so maintain this quality and keep the same controlled rhythm next session. If bloating, tiredness, or low motivation affected today’s workout, adjust the session rather than forcing intensity. A lighter session with good control is still useful progress."
R0214,lunge,luteal,maintain_quality,7,50,80,100,low,declining,any,main_plus_cycle,"Good session. The priority now is keeping the same standard across more reps without losing control. Because this session is in the luteal phase, performance dips can be normal. Prioritise consistency, hydration, protein, and slower controlled reps rather than chasing a personal best."
R0215,lunge,luteal,increase_challenge,7,50,80,100,low,declining,any,main_plus_cycle,"This was a strong performance. Consider slightly increasing reps or resistance if recovery feels good. If bloating, tiredness, or low motivation affected today’s workout, adjust the session rather than forcing intensity. A lighter session with good control is still useful progress."
R0216,lunge,luteal,increase_challenge,7,50,80,100,high,improving,any,main_plus_cycle,"You completed {reps} reps with strong form, so a small increase in challenge may be appropriate next time. If bloating, tiredness, or low motivation affected today’s workout, adjust the session rather than forcing intensity. A lighter session with good control is still useful progress."
R0217,lunge,luteal,prioritise_recovery,0,8,0,84,high,declining,any,main_plus_cycle,"Because fatigue appears elevated, keep the next session lighter and focus on feeling recovered. Because this session is in the luteal phase, performance dips can be normal. Prioritise consistency, hydration, protein, and slower controlled reps rather than chasing a personal best."
R0218,lunge,luteal,prioritise_recovery,0,8,0,84,high,declining,any,main_plus_cycle,"Because fatigue appears elevated, keep the next session lighter and focus on feeling recovered. Your luteal-phase feedback should be supportive rather than pushy. Keep the {exercise} manageable, rest longer if needed, and focus on maintaining form quality."
R0219,lunge,luteal,improve_symmetry,0,50,0,100,any,stable,high_diff,main_plus_cycle,"Your symmetry difference suggests one side may be working harder than the other. Slow down and match both sides evenly. Because this session is in the luteal phase, performance dips can be normal. Prioritise consistency, hydration, protein, and slower controlled reps rather than chasing a personal best."
R0220,lunge,luteal,improve_symmetry,0,50,0,100,low,stable,high_diff,main_plus_cycle,"Your symmetry difference suggests one side may be working harder than the other. Slow down and match both sides evenly. If bloating, tiredness, or low motivation affected today’s workout, adjust the session rather than forcing intensity. A lighter session with good control is still useful progress."
R0221,lunge,luteal,improve_range_of_motion,0,50,55,89,medium,stable,any,main_plus_cycle,"Try to complete each rep through a smoother, more consistent range without forcing the joint position. If bloating, tiredness, or low motivation affected today’s workout, adjust the session rather than forcing intensity. A lighter session with good control is still useful progress."
R0222,lunge,luteal,improve_range_of_motion,0,50,55,89,high,declining,any,main_plus_cycle,"Range of motion should be the main focus next time. Use lighter intensity if needed to move cleanly. In the luteal phase, fatigue, mood, and recovery needs may increase for some users. If {reps} reps felt difficult, reduce intensity slightly, increase rest, and focus on steady technique."
R0223,lunge,luteal,progress_gradually,7,50,80,100,any,declining,any,main_plus_cycle,"Build gradually from this session. Add reps or resistance slowly rather than jumping too quickly. Because this session is in the luteal phase, performance dips can be normal. Prioritise consistency, hydration, protein, and slower controlled reps rather than chasing a personal best."
R0224,lunge,luteal,progress_gradually,7,50,80,100,high,any,any,main_plus_cycle,"This is a good base to progress from, as long as your form and recovery stay consistent. If bloating, tiredness, or low motivation affected today’s workout, adjust the session rather than forcing intensity. A lighter session with good control is still useful progress."
R0225,lunge,skip,reduce_intensity,0,8,0,84,low,declining,any,main_plus_cycle,"This session suggests the exercise may have been too demanding today. Keep the {exercise} lighter and prioritise even leg drive. Since cycle tracking was skipped, use general recovery cues. If {reps} reps felt unusually hard, consider rest, hydration, and reducing intensity next time."
R0226,lunge,skip,reduce_intensity,0,8,0,84,high,declining,any,main_plus_cycle,"Your performance data points towards lowering the challenge for now. Aim for cleaner reps before increasing weight or volume. No cycle phase was selected, so this feedback is based mainly on performance. Use your rep count, form score, and fatigue level to decide whether to maintain, reduce, or progress intensity."
R0227,lunge,skip,focus_control,0,50,55,89,any,stable,any,main_plus_cycle,"Your form was not poor, but it needs more consistency. Slow the movement down and reset between reps. Without cycle data, the safest recommendation is to follow your form and fatigue signals. Keep the movement controlled and progress only when the session feels stable."
R0228,lunge,skip,focus_control,0,50,55,89,medium,improving,any,main_plus_cycle,"Focus on technique over speed next time. Keep each rep smooth and avoid rushing the movement. Cycle-aware coaching is off for this session, so focus on your movement data: reps, form quality, symmetry, and fatigue. Adjust intensity based on how controlled the exercise felt."
R0229,lunge,skip,maintain_quality,7,50,80,100,any,stable,any,main_plus_cycle,"Your form score was strong, so maintain this quality and keep the same controlled rhythm next session. Without cycle data, the safest recommendation is to follow your form and fatigue signals. Keep the movement controlled and progress only when the session feels stable."
R0230,lunge,skip,maintain_quality,7,50,80,100,high,any,any,main_plus_cycle,"Good session. The priority now is keeping the same standard across more reps without losing control. Since cycle tracking was skipped, use general recovery cues. If {reps} reps felt unusually hard, consider rest, hydration, and reducing intensity next time."
R0231,lunge,skip,increase_challenge,7,50,80,100,medium,improving,any,main_plus_cycle,"This was a strong performance. Consider slightly increasing reps or resistance if recovery feels good. No cycle phase was selected, so this feedback is based mainly on performance. Use your rep count, form score, and fatigue level to decide whether to maintain, reduce, or progress intensity."
R0232,lunge,skip,increase_challenge,7,50,80,100,low,any,any,main_plus_cycle,"Your session suggests you may be ready to progress. Add difficulty gradually while keeping balance stable. Since cycle tracking was skipped, use general recovery cues. If {reps} reps felt unusually hard, consider rest, hydration, and reducing intensity next time."
R0233,lunge,skip,prioritise_recovery,0,8,0,84,medium,declining,any,main_plus_cycle,"Today looks more like a maintenance session. Rest, hydrate, and avoid pushing extra volume. No cycle phase was selected, so this feedback is based mainly on performance. Use your rep count, form score, and fatigue level to decide whether to maintain, reduce, or progress intensity."
R0234,lunge,skip,prioritise_recovery,0,8,0,84,any,declining,any,main_plus_cycle,"Today looks more like a maintenance session. Rest, hydrate, and avoid pushing extra volume. Cycle-aware coaching is off for this session, so focus on your movement data: reps, form quality, symmetry, and fatigue. Adjust intensity based on how controlled the exercise felt."
R0235,lunge,skip,improve_symmetry,0,50,0,100,any,declining,high_diff,main_plus_cycle,"There appears to be an imbalance in the movement. Focus on even effort and equal range on both sides. No cycle phase was selected, so this feedback is based mainly on performance. Use your rep count, form score, and fatigue level to decide whether to maintain, reduce, or progress intensity."
R0236,lunge,skip,improve_symmetry,0,50,0,100,medium,stable,high_diff,main_plus_cycle,"There appears to be an imbalance in the movement. Focus on even effort and equal range on both sides. Without cycle data, the safest recommendation is to follow your form and fatigue signals. Keep the movement controlled and progress only when the session feels stable."
R0237,lunge,skip,improve_range_of_motion,0,50,55,89,medium,any,any,main_plus_cycle,"Range of motion should be the main focus next time. Use lighter intensity if needed to move cleanly. Since cycle tracking was skipped, use general recovery cues. If {reps} reps felt unusually hard, consider rest, hydration, and reducing intensity next time."
R0238,lunge,skip,improve_range_of_motion,0,50,55,89,low,stable,any,main_plus_cycle,"Your joint angle range suggests the movement may be slightly restricted. Focus on a comfortable full range of motion. Since cycle tracking was skipped, use general recovery cues. If {reps} reps felt unusually hard, consider rest, hydration, and reducing intensity next time."
R0239,lunge,skip,progress_gradually,7,50,80,100,low,any,any,main_plus_cycle,"This is a good base to progress from, as long as your form and recovery stay consistent. No cycle phase was selected, so this feedback is based mainly on performance. Use your rep count, form score, and fatigue level to decide whether to maintain, reduce, or progress intensity."
R0240,lunge,skip,progress_gradually,7,50,80,100,medium,improving,any,main_plus_cycle,"Build gradually from this session. Add reps or resistance slowly rather than jumping too quickly. Without cycle data, the safest recommendation is to follow your form and fatigue signals. Keep the movement controlled and progress only when the session feels stable."
R0241,shoulder press,menstrual,reduce_intensity,0,8,0,84,high,declining,any,main_plus_cycle,"This session suggests the exercise may have been too demanding today. Keep the {exercise} lighter and prioritise controlled overhead press. Because this session is in the menstrual phase, prioritise comfort over intensity. If {reps} reps felt harder than usual, use controlled movement, avoid pushing to failure, and support recovery with fluids and iron-rich meals."
R0242,shoulder press,menstrual,reduce_intensity,0,8,0,84,high,declining,any,main_plus_cycle,"You only completed {reps} reps and your form score was {form_score}, so reduce intensity and focus on controlled, safe movement. Because this session is in the menstrual phase, prioritise comfort over intensity. If {reps} reps felt harder than usual, use controlled movement, avoid pushing to failure, and support recovery with fluids and iron-rich meals."
R0243,shoulder press,menstrual,focus_control,0,50,55,89,high,any,any,main_plus_cycle,"Your {exercise} would benefit from slower reps and better control, especially around steady lockout. During menstruation, energy can fluctuate. Since you completed {reps} reps, treat this as a maintenance session: reduce pressure, keep technique clean, rest properly, and focus on iron, protein, and hydration after training."
R0244,shoulder press,menstrual,focus_control,0,50,55,89,any,stable,any,main_plus_cycle,"Your {exercise} would benefit from slower reps and better control, especially around controlled overhead press. During menstruation, energy can fluctuate. Since you completed {reps} reps, treat this as a maintenance session: reduce pressure, keep technique clean, rest properly, and focus on iron, protein, and hydration after training."
R0245,shoulder press,menstrual,maintain_quality,7,50,80,100,high,declining,any,main_plus_cycle,"Good session. The priority now is keeping the same standard across more reps without losing control. During menstruation, energy can fluctuate. Since you completed {reps} reps, treat this as a maintenance session: reduce pressure, keep technique clean, rest properly, and focus on iron, protein, and hydration after training."
R0246,shoulder press,menstrual,maintain_quality,7,50,80,100,medium,any,any,main_plus_cycle,"Good session. The priority now is keeping the same standard across more reps without losing control. As you selected the menstrual phase, the lower rep count may reflect reduced energy or discomfort today. Keep the load lighter, rest longer between sets, hydrate well, and consider iron-rich foods such as leafy greens, beans, lentils, red meat, or fortified cereal."
R0247,shoulder press,menstrual,increase_challenge,7,50,80,100,low,improving,any,main_plus_cycle,"Your session suggests you may be ready to progress. Add difficulty gradually while keeping avoid arching your back stable. During menstruation, energy can fluctuate. Since you completed {reps} reps, treat this as a maintenance session: reduce pressure, keep technique clean, rest properly, and focus on iron, protein, and hydration after training."
R0248,shoulder press,menstrual,increase_challenge,7,50,80,100,low,any,any,main_plus_cycle,"Your session suggests you may be ready to progress. Add difficulty gradually while keeping steady lockout stable. Your menstrual-phase feedback should be recovery-led today. If cramps, fatigue, or heaviness affected your {exercise}, lower the intensity and choose steady reps rather than forcing progression."
R0249,shoulder press,menstrual,prioritise_recovery,0,8,0,84,high,declining,any,main_plus_cycle,"Because fatigue appears elevated, keep the next session lighter and focus on feeling recovered. Because this session is in the menstrual phase, prioritise comfort over intensity. If {reps} reps felt harder than usual, use controlled movement, avoid pushing to failure, and support recovery with fluids and iron-rich meals."
R0250,shoulder press,menstrual,prioritise_recovery,0,8,0,84,high,declining,any,main_plus_cycle,"Because fatigue appears elevated, keep the next session lighter and focus on feeling recovered. Because this session is in the menstrual phase, prioritise comfort over intensity. If {reps} reps felt harder than usual, use controlled movement, avoid pushing to failure, and support recovery with fluids and iron-rich meals."
R0251,shoulder press,menstrual,improve_symmetry,0,50,0,100,high,declining,high_diff,main_plus_cycle,"For your next {exercise}, prioritise balanced movement rather than increasing reps. As you selected the menstrual phase, the lower rep count may reflect reduced energy or discomfort today. Keep the load lighter, rest longer between sets, hydrate well, and consider iron-rich foods such as leafy greens, beans, lentils, red meat, or fortified cereal."
R0252,shoulder press,menstrual,improve_symmetry,0,50,0,100,medium,declining,high_diff,main_plus_cycle,"For your next {exercise}, prioritise balanced movement rather than increasing reps. Your menstrual-phase feedback should be recovery-led today. If cramps, fatigue, or heaviness affected your {exercise}, lower the intensity and choose steady reps rather than forcing progression."
R0253,shoulder press,menstrual,improve_range_of_motion,0,50,55,89,any,declining,any,main_plus_cycle,"Your joint angle range suggests the movement may be slightly restricted. Focus on a comfortable full range of motion. During menstruation, energy can fluctuate. Since you completed {reps} reps, treat this as a maintenance session: reduce pressure, keep technique clean, rest properly, and focus on iron, protein, and hydration after training."
R0254,shoulder press,menstrual,improve_range_of_motion,0,50,55,89,high,declining,any,main_plus_cycle,"Your joint angle range suggests the movement may be slightly restricted. Focus on a comfortable full range of motion. Because this session is in the menstrual phase, prioritise comfort over intensity. If {reps} reps felt harder than usual, use controlled movement, avoid pushing to failure, and support recovery with fluids and iron-rich meals."
R0255,shoulder press,menstrual,progress_gradually,7,50,80,100,high,improving,any,main_plus_cycle,"Build gradually from this session. Add reps or resistance slowly rather than jumping too quickly. Your menstrual-phase feedback should be recovery-led today. If cramps, fatigue, or heaviness affected your {exercise}, lower the intensity and choose steady reps rather than forcing progression."
R0256,shoulder press,menstrual,progress_gradually,7,50,80,100,high,any,any,main_plus_cycle,"This is a good base to progress from, as long as your form and recovery stay consistent. Because this session is in the menstrual phase, prioritise comfort over intensity. If {reps} reps felt harder than usual, use controlled movement, avoid pushing to failure, and support recovery with fluids and iron-rich meals."
R0257,shoulder press,follicular,reduce_intensity,0,8,0,84,medium,declining,any,main_plus_cycle,This session suggests the exercise may have been too demanding today. Keep the {exercise} lighter and prioritise steady lockout. Your follicular-phase session can focus on building momentum. Use today’s {reps} reps as a baseline and slowly increase volume or resistance if recovery feels good.
R0258,shoulder press,follicular,reduce_intensity,0,8,0,84,medium,declining,any,main_plus_cycle,"This session suggests the exercise may have been too demanding today. Keep the {exercise} lighter and prioritise controlled overhead press. This phase may support training progression, but your form data should still lead the decision. Keep controlled overhead press clean before adding more reps or weight."
R0259,shoulder press,follicular,focus_control,0,50,55,89,medium,any,any,main_plus_cycle,"Your {exercise} would benefit from slower reps and better control, especially around avoid arching your back. This phase may support training progression, but your form data should still lead the decision. Keep avoid arching your back clean before adding more reps or weight."
R0260,shoulder press,follicular,focus_control,0,50,55,89,low,declining,any,main_plus_cycle,"Your form was not poor, but it needs more consistency. Slow the movement down and reset between reps. In the follicular phase, some users feel energy gradually returning. With {reps} reps completed, this may be a good time to rebuild consistency, but only increase difficulty if your form remains controlled."
R0261,shoulder press,follicular,maintain_quality,7,50,80,100,high,any,any,main_plus_cycle,Good session. The priority now is keeping the same standard across more reps without losing control. Your follicular-phase session can focus on building momentum. Use today’s {reps} reps as a baseline and slowly increase volume or resistance if recovery feels good.
R0262,shoulder press,follicular,maintain_quality,7,50,80,100,low,improving,any,main_plus_cycle,Good session. The priority now is keeping the same standard across more reps without losing control. Your follicular-phase session can focus on building momentum. Use today’s {reps} reps as a baseline and slowly increase volume or resistance if recovery feels good.
R0263,shoulder press,follicular,increase_challenge,7,50,80,100,high,declining,any,main_plus_cycle,"You completed {reps} reps with strong form, so a small increase in challenge may be appropriate next time. Your follicular-phase session can focus on building momentum. Use today’s {reps} reps as a baseline and slowly increase volume or resistance if recovery feels good."
R0264,shoulder press,follicular,increase_challenge,7,50,80,100,any,any,any,main_plus_cycle,"This was a strong performance. Consider slightly increasing reps or resistance if recovery feels good. This phase may support training progression, but your form data should still lead the decision. Keep shoulder stability clean before adding more reps or weight."
R0265,shoulder press,follicular,prioritise_recovery,0,8,0,84,medium,declining,any,main_plus_cycle,"Because fatigue appears elevated, keep the next session lighter and focus on feeling recovered. Your follicular-phase session can focus on building momentum. Use today’s {reps} reps as a baseline and slowly increase volume or resistance if recovery feels good."
R0266,shoulder press,follicular,prioritise_recovery,0,8,0,84,medium,declining,any,main_plus_cycle,"Because fatigue appears elevated, keep the next session lighter and focus on feeling recovered. Your follicular-phase session can focus on building momentum. Use today’s {reps} reps as a baseline and slowly increase volume or resistance if recovery feels good."
R0267,shoulder press,follicular,improve_symmetry,0,50,0,100,medium,stable,high_diff,main_plus_cycle,"Your symmetry difference suggests one side may be working harder than the other. Slow down and match both sides evenly. This phase may support training progression, but your form data should still lead the decision. Keep steady lockout clean before adding more reps or weight."
R0268,shoulder press,follicular,improve_symmetry,0,50,0,100,any,stable,high_diff,main_plus_cycle,"For your next {exercise}, prioritise balanced movement rather than increasing reps. In the follicular phase, some users feel energy gradually returning. With {reps} reps completed, this may be a good time to rebuild consistency, but only increase difficulty if your form remains controlled."
R0269,shoulder press,follicular,improve_range_of_motion,0,50,55,89,medium,stable,any,main_plus_cycle,Range of motion should be the main focus next time. Use lighter intensity if needed to move cleanly. Your follicular-phase session can focus on building momentum. Use today’s {reps} reps as a baseline and slowly increase volume or resistance if recovery feels good.
R0270,shoulder press,follicular,improve_range_of_motion,0,50,55,89,medium,declining,any,main_plus_cycle,"Range of motion should be the main focus next time. Use lighter intensity if needed to move cleanly. This phase may support training progression, but your form data should still lead the decision. Keep avoid arching your back clean before adding more reps or weight."
R0271,shoulder press,follicular,progress_gradually,7,50,80,100,low,declining,any,main_plus_cycle,"This is a good base to progress from, as long as your form and recovery stay consistent. Your follicular-phase session can focus on building momentum. Use today’s {reps} reps as a baseline and slowly increase volume or resistance if recovery feels good."
R0272,shoulder press,follicular,progress_gradually,7,50,80,100,any,improving,any,main_plus_cycle,"This is a good base to progress from, as long as your form and recovery stay consistent. Your follicular-phase session can focus on building momentum. Use today’s {reps} reps as a baseline and slowly increase volume or resistance if recovery feels good."
R0273,shoulder press,ovulatory,reduce_intensity,0,8,0,84,medium,declining,any,main_plus_cycle,"Your performance data points towards lowering the challenge for now. Aim for cleaner reps before increasing weight or volume. During the ovulatory phase, energy may feel higher. Since you completed {reps} reps, you could consider a small progression next time, but avoid sacrificing avoid arching your back."
R0274,shoulder press,ovulatory,reduce_intensity,0,8,0,84,low,declining,any,main_plus_cycle,"You only completed {reps} reps and your form score was {form_score}, so reduce intensity and focus on controlled, safe movement. Your ovulatory-phase feedback suggests this could be a stronger training window. If your joints feel stable and form stays high, gradually increase challenge rather than making a large jump."
R0275,shoulder press,ovulatory,focus_control,0,50,55,89,low,stable,any,main_plus_cycle,"Your form was not poor, but it needs more consistency. Slow the movement down and reset between reps. Because this phase can coincide with higher energy for some users, use the session to push carefully. Keep movement quality high and avoid rushing the {exercise}."
R0276,shoulder press,ovulatory,focus_control,0,50,55,89,low,declining,any,main_plus_cycle,"Focus on technique over speed next time. Keep each rep smooth and avoid rushing the movement. Because this phase can coincide with higher energy for some users, use the session to push carefully. Keep movement quality high and avoid rushing the {exercise}."
R0277,shoulder press,ovulatory,maintain_quality,7,50,80,100,any,stable,any,main_plus_cycle,"Your technique looked consistent. Keep using this as your baseline before adding more challenge. During the ovulatory phase, energy may feel higher. Since you completed {reps} reps, you could consider a small progression next time, but avoid sacrificing steady lockout."
R0278,shoulder press,ovulatory,maintain_quality,7,50,80,100,high,declining,any,main_plus_cycle,"Your technique looked consistent. Keep using this as your baseline before adding more challenge. Because this phase can coincide with higher energy for some users, use the session to push carefully. Keep movement quality high and avoid rushing the {exercise}."
R0279,shoulder press,ovulatory,increase_challenge,7,50,80,100,low,any,any,main_plus_cycle,"This was a strong performance. Consider slightly increasing reps or resistance if recovery feels good. Because this phase can coincide with higher energy for some users, use the session to push carefully. Keep movement quality high and avoid rushing the {exercise}."
R0280,shoulder press,ovulatory,increase_challenge,7,50,80,100,high,improving,any,main_plus_cycle,"This was a strong performance. Consider slightly increasing reps or resistance if recovery feels good. Because this phase can coincide with higher energy for some users, use the session to push carefully. Keep movement quality high and avoid rushing the {exercise}."
R0281,shoulder press,ovulatory,prioritise_recovery,0,8,0,84,any,declining,any,main_plus_cycle,"Because fatigue appears elevated, keep the next session lighter and focus on feeling recovered. During the ovulatory phase, energy may feel higher. Since you completed {reps} reps, you could consider a small progression next time, but avoid sacrificing shoulder stability."
R0282,shoulder press,ovulatory,prioritise_recovery,0,8,0,84,any,declining,any,main_plus_cycle,"Today looks more like a maintenance session. Rest, hydrate, and avoid pushing extra volume. If you feel strong in the ovulatory phase, progression can be appropriate. However, the priority is still safe technique, balanced movement, and controlled reps."
R0283,shoulder press,ovulatory,improve_symmetry,0,50,0,100,high,improving,high_diff,main_plus_cycle,"For your next {exercise}, prioritise balanced movement rather than increasing reps. Your ovulatory-phase feedback suggests this could be a stronger training window. If your joints feel stable and form stays high, gradually increase challenge rather than making a large jump."
R0284,shoulder press,ovulatory,improve_symmetry,0,50,0,100,any,declining,high_diff,main_plus_cycle,"For your next {exercise}, prioritise balanced movement rather than increasing reps. Because this phase can coincide with higher energy for some users, use the session to push carefully. Keep movement quality high and avoid rushing the {exercise}."
R0285,shoulder press,ovulatory,improve_range_of_motion,0,50,55,89,low,declining,any,main_plus_cycle,"Your joint angle range suggests the movement may be slightly restricted. Focus on a comfortable full range of motion. If you feel strong in the ovulatory phase, progression can be appropriate. However, the priority is still safe technique, balanced movement, and controlled reps."
R0286,shoulder press,ovulatory,improve_range_of_motion,0,50,55,89,any,declining,any,main_plus_cycle,"Your joint angle range suggests the movement may be slightly restricted. Focus on a comfortable full range of motion. Your ovulatory-phase feedback suggests this could be a stronger training window. If your joints feel stable and form stays high, gradually increase challenge rather than making a large jump."
R0287,shoulder press,ovulatory,progress_gradually,7,50,80,100,high,stable,any,main_plus_cycle,"This is a good base to progress from, as long as your form and recovery stay consistent. If you feel strong in the ovulatory phase, progression can be appropriate. However, the priority is still safe technique, balanced movement, and controlled reps."
R0288,shoulder press,ovulatory,progress_gradually,7,50,80,100,medium,improving,any,main_plus_cycle,"This is a good base to progress from, as long as your form and recovery stay consistent. During the ovulatory phase, energy may feel higher. Since you completed {reps} reps, you could consider a small progression next time, but avoid sacrificing shoulder stability."
R0289,shoulder press,luteal,reduce_intensity,0,8,0,84,high,declining,any,main_plus_cycle,"You only completed {reps} reps and your form score was {form_score}, so reduce intensity and focus on controlled, safe movement. If bloating, tiredness, or low motivation affected today’s workout, adjust the session rather than forcing intensity. A lighter session with good control is still useful progress."
R0290,shoulder press,luteal,reduce_intensity,0,8,0,84,high,declining,any,main_plus_cycle,"You only completed {reps} reps and your form score was {form_score}, so reduce intensity and focus on controlled, safe movement. Because this session is in the luteal phase, performance dips can be normal. Prioritise consistency, hydration, protein, and slower controlled reps rather than chasing a personal best."
R0291,shoulder press,luteal,focus_control,0,50,55,89,medium,stable,any,main_plus_cycle,"Your {exercise} would benefit from slower reps and better control, especially around avoid arching your back. Your luteal-phase feedback should be supportive rather than pushy. Keep the {exercise} manageable, rest longer if needed, and focus on maintaining form quality."
R0292,shoulder press,luteal,focus_control,0,50,55,89,high,stable,any,main_plus_cycle,"Focus on technique over speed next time. Keep each rep smooth and avoid rushing the movement. In the luteal phase, fatigue, mood, and recovery needs may increase for some users. If {reps} reps felt difficult, reduce intensity slightly, increase rest, and focus on steady technique."
R0293,shoulder press,luteal,maintain_quality,7,50,80,100,any,any,any,main_plus_cycle,"Good session. The priority now is keeping the same standard across more reps without losing control. Your luteal-phase feedback should be supportive rather than pushy. Keep the {exercise} manageable, rest longer if needed, and focus on maintaining form quality."
R0294,shoulder press,luteal,maintain_quality,7,50,80,100,medium,improving,any,main_plus_cycle,"Good session. The priority now is keeping the same standard across more reps without losing control. If bloating, tiredness, or low motivation affected today’s workout, adjust the session rather than forcing intensity. A lighter session with good control is still useful progress."
R0295,shoulder press,luteal,increase_challenge,7,50,80,100,any,declining,any,main_plus_cycle,"Your session suggests you may be ready to progress. Add difficulty gradually while keeping steady lockout stable. Your luteal-phase feedback should be supportive rather than pushy. Keep the {exercise} manageable, rest longer if needed, and focus on maintaining form quality."
R0296,shoulder press,luteal,increase_challenge,7,50,80,100,high,stable,any,main_plus_cycle,"Your session suggests you may be ready to progress. Add difficulty gradually while keeping avoid arching your back stable. Because this session is in the luteal phase, performance dips can be normal. Prioritise consistency, hydration, protein, and slower controlled reps rather than chasing a personal best."
R0297,shoulder press,luteal,prioritise_recovery,0,8,0,84,high,declining,any,main_plus_cycle,"Today looks more like a maintenance session. Rest, hydrate, and avoid pushing extra volume. Your luteal-phase feedback should be supportive rather than pushy. Keep the {exercise} manageable, rest longer if needed, and focus on maintaining form quality."
R0298,shoulder press,luteal,prioritise_recovery,0,8,0,84,high,declining,any,main_plus_cycle,"Your fatigue level suggests recovery should be the main focus after this session. Your luteal-phase feedback should be supportive rather than pushy. Keep the {exercise} manageable, rest longer if needed, and focus on maintaining form quality."
R0299,shoulder press,luteal,improve_symmetry,0,50,0,100,medium,declining,high_diff,main_plus_cycle,"Your symmetry difference suggests one side may be working harder than the other. Slow down and match both sides evenly. If bloating, tiredness, or low motivation affected today’s workout, adjust the session rather than forcing intensity. A lighter session with good control is still useful progress."
R0300,shoulder press,luteal,improve_symmetry,0,50,0,100,medium,stable,high_diff,main_plus_cycle,"For your next {exercise}, prioritise balanced movement rather than increasing reps. In the luteal phase, fatigue, mood, and recovery needs may increase for some users. If {reps} reps felt difficult, reduce intensity slightly, increase rest, and focus on steady technique."
